评论时间,IP,用户ID,昵称,评论,评分
1619625600.0,未知,0fc6b2da-0950-4bf8-9a0b-c437b678b76b,同程会员_508B2C2291E,今天我到了老君山，它位于河南省栾川县，是800里伏牛山的主峰，处在我国南北地理分界线上，山上刻有“分水岭”三个字，南坡的水流入长江水系，北坡的水流入黄河水系。老君山是道祖老子归隐修炼之地，山顶建有老君庙，现在老君山为5a级风景区。,10
1443888000.0,未知,204339c5-04ec-4e50-af26-5ba284c2aeb0,136****2041,老君山的景色真的是挺美的，十里画廊怎么走看到的都是美景，这时候去可以看到山上的树叶有绿、有红、有黄。就是放假期间游人多，上山的时候光排队等索道就一个多小时，不过看到山上的如仙境般的美景感觉也值了，谁知下午开始下雨，到山顶时冷得受不了。无奈只好放弃准备走下山的打算改坐索道。景点应急措施不太好，人多接送车辆少，许多人在冒雨排队，停车场没有专人管理，车辆停放较乱。还有就是在同程买票不能同时几张一块买，如果几人同去，得一张一张买，太麻烦。,10
1475683200.0,未知,d7889966-9c79-49e0-a02c-b47c925cf40c,FD052D97AAC26451,景色太美了，会再去体验老君山的春和夏，冬季秋季已去。,10
1370966400.0,未知,t-9919208c-3266-4abf-a123-edf48d8b7219,138*****486,【老君山】最好最美的风景是在上乘第一条索道后直至山顶的一段（老君山有两条连乘索道到山顶），下了第一索道沿着盘旋步道爬山至山顶，一路景色迷人，尤其站在山顶道观外的观景台，极目远眺，孤峰突起，坡陡高峻，层峦叠嶂，峰林仙境，疑似天上宫阙，我自展翅飞翔。为节省体力和时间，建议下山连乘两条索道，再去（追梦谷）走一走，追索自己的梦想。,10
1449072000.0,未知,7b73a16f-d4e0-4413-a0c6-35ecf5e8852a,130****5916,真美，上回去是国庆下着雨淋的跟落汤鸡一般…啥都没有看又回家了，这次我和老公一起出发，先去看了追梦谷没有到瀑布…因为带着儿子天色已晚我们下山回到了住处 ，第二天去了中灵索道看了十里画屏，虽说是冬季山上光秃秃的…但是还是特别美……真的。很开心,10
1501689600.0,未知,fa81d6fb-824e-4e5c-bfbd-c1e4292e0b7f,0492678563BF972B,两段缆车好，走路少，缓坡为主，台阶很少，景色美，还有滑道下山。如果金殿有仙风道骨的道士，研习自然的道理就完美了，否则这么好的金殿就图有虚表了,10
1456588800.0,未知,140c1410-efaa-4d3b-8663-5b57c564bca0,159****5503,环山游玩有索道坐很好玩，消费有一点小贵,10
1430755200.0,未知,t-cd86dbd1-4cc8-4d51-ad1e-41ffd23e7895,6777F4486D3E0349,主要说下同程吧，头天同程网上订票，一张省了20元，到景点取票，网络窗口取票非常方便基本不用排队，万能的同程，让我省了80元，衷心谢谢同程网！,10
1398009600.0,未知,t-493a7176-7085-4f31-8fa5-06a33a2b6aa2,136*****730,整体不错啦 喜欢爬山的可以去 爬山可累了 我啊是先从售票大门走着去的大概步行13分钟到老子那个铜像  然后继续走去坐钟灵索道双程票100 到中天门然后上去找老君山索道 上山 双程票65到山顶然后自己根据线路爬 什么老君庙啊舍身崖玉皇顶等等 就是去的时候雾大看到的不多 但是风一吹马上景色就不同了感觉吧线路图有问题 都没有标明自己所在的位置 能再完善一点就好了,10
1436716800.0,未知,t-4c7b3f61-f5c0-48c4-916e-96435cb75296,138*****772,比现场买票便宜15元，取票方便快捷，真心的不错。晚景区建设很好，全景区wi-fi覆盖，很赞。金顶餐馆家常便饭跟山下相比，倒也贵不了多少，都在十几块左右，爬到山顶，歇歇脚吃点东西填填肚子补充体力还是让人乐意接受的。,10
1443888000.0,未知,cf8e7642-f4af-4e16-950f-cad57c6ca474,150****7958,风景不错，值得一去哦。,10
1437062400.0,未知,t-898b1ad8-cc24-4e4f-a8f2-8c3bb000b55a,131*****571,取票方便 比景区购票便宜 需要另外购买索道票 如果增加含索道的儿童套票就更方便了,10
1473609600.0,未知,5d9fd1e0-c30d-4dde-8692-f1143f185c28,7A596142CCF510ED,老君山的风景确实不错，5a级名不虚传。同程服务方便。,10
1375027200.0,未知,t-81b8608e-3365-4e00-9707-418af0b743d6,159*****534,山清水秀，就是爬山太远了，水质特别好。山顶风景很不错，就像到了天宫一样。就是那个缆车太让我失望了，一打雷就停，害得我们走路下山。累啊,10
1462204800.0,未知,5cdaeeb4-221c-4383-b8cb-0cb98261aca6,158****9364,景区还处于建设完善中 门票价格骗贵 进景区后必须做缆车否则游玩比登天还难  这样以来此景区性价比不高 其他也没啥 交易考虑好再去,6
1425484800.0,未知,t-a01b884c-53e7-4201-8e91-e9afb6d8f028,DA8385618E527613,景色很美，全家都喜欢，值得一游！,10
1475424000.0,未知,b5a3a130-08eb-4cb2-aa97-4e3fa658084b,13607mjacgn,景区管理正规，对顾客关心人性化。,10
1401984000.0,未知,t-09664654-85aa-4a78-8892-463780f8b9f2,138*****798,我是第二次游老君山，一行自驾两辆车八个人，五月下旬来的，因为去年暑假期间和家人来过一次，自然美景给留下深刻印象，推荐朋友自驾又重游，遗憾的是当天阴有小雨，登山后雾蒙蒙远处景色看不到。同程定票很方便，景点取票依同程所发定票信息为准，每张优惠八元，信赖同程！,10
1405267200.0,未知,t-5b4f19a1-2d7f-4240-b54f-bae9936a8379,136*****833,非常值得一去的景点，仿佛仙境一般，只是不巧我们去得时候没有雾，听说如果有雾的话，景色会更美！同程网很好，网上订票非常方便！一次愉快的出游！,10
1445011200.0,未知,87173302-4506-4f19-802a-d96bee0fbe0f,138****6318,老君山非常美，我们是自驾游去的，当时也没有导游，就从西边的入口进去了，当时跟着大部分人，带着孩子，走了一上午，路上的人越来越少，就到了原始森林里，当时走到了瀑布的时候，想回去，孩子还有兴趣，我们就继续爬起来了，期间停停歇歇，一直到了下午四点多的时候才到南天门，实在不想到道观去看了就坐着空中缆车下山了，因为对地理位置的不熟悉，走了不少冤枉路，建议景区把服务再做的好些，多提醒游人走哪里方便快捷！,10
1443974400.0,未知,caebd68b-d69e-4914-b35a-94d252042938,135****1436,天公作美，景色很不错，十里画屏景色迷人，虽说等索道用去近一个小时的时间，但不影响观景的心情，是个值得再次前往的好地方。,10
1466179200.0,未知,09303889-1e37-4d4c-9e58-eba1baa880c9,180****6106,老君山真不错，同程旅游送来几张票，免费的，真是很给力，谢谢同程旅游顾问张茜，那么热情，每次有旅游方面的事都咨询她她都能第一时间耐心细致的解答，真是非常感谢，让我们这次的老君山两日游如此开心快乐，同程我们将继续不断支持的,10
1430668800.0,未知,t-2d86d2c4-b932-41e2-b587-67386b033d0c,446E4717D65A6674,服务态度很好，景色太美了，值得去。,10
1564761600.0,未知,54f88d4f-1844-4224-94fe-5c8266b015b4,齐家轩,取票快，服务好，景色更好。,10
1493568000.0,未知,cfddddb4-0382-4158-9bfa-cce822493c1b,15603ekfqxj,本次同程的体验不错，门票加索道的联票优惠力度比较大，取票比较快捷方便，景区很赞，服务不错值得推荐,10
1431014400.0,未知,t-faf49e46-7aff-4fd2-b0ff-9462b4b9ad30,彦昊,我是过完五一去的，人好少，爬山挺累的，不过景色还不错，值得一去，能玩一天的！下来做索道，爬就用了四个小时！超累！量力而行哦！嘿嘿,10
1491235200.0,未知,448b944a-e38e-4f78-8201-5385e1954e09,75E897D55D5ACFB1,景区对不起这个票价呀,3
1447689600.0,未知,4df2a90d-9fa9-41d4-af4f-d031f70f7b87,139****8678,早就想到老君山一游，同程做活动一元二人票太给力了！就是赶上下雨天，视线不清晰，但看到了仙境一样云雾飘渺，不虚此行。有好天气还会再去的，如果索道票能便宜点就更好了！,10
1405353600.0,未知,t-04e5f3ba-c5de-4f32-87a2-ba9a43d3b9aa,181*****799,老君山的景色真是好。买张票进去，可以在景区里面住着。比较适合消暑居住。同程网订票也确实方便，凭短信直接在景区交钱取票就行了。不用再网上支付那么麻烦。,10
1419004800.0,未知,t-808e0ffb-d1ce-4791-b48f-dd0c4fcb57e2,182*****476,风景特别好，让人忘却了一切烦恼。山很高很高，步行要两个多小时才能爬上去，还要再爬一个小时才能到山顶，山下有索道缆车，可以穿过茫茫大山直达景区。缆车从群山穿过，所有的美景尽收眼底。山上下着雪，到处是冰天雪地，景色非常好。往山顶去，一路风景真好，很多道教庙宇，不过台阶上有雪，不太好走，要小心慢行。山顶有凌霄金殿，站在山顶看周围风景超好，群山连绵，云雾缭绕，山顶还有住宿的，很棒很棒。好像刚刚开发不久，但是风景非常好。去了就不想下来。感觉山水画的景象都能在老君山发现。山下不远就是小镇，栾川发展的很好，马路上干干净净，医院学校都是新的，一派欣欣向荣的景象。,10
1427990400.0,未知,t-902b5b36-b2f4-4e53-9515-0a30a13d5a8f,斗佛,还不错，分两条线，一条通往金顶，在山上，就是爬山，不过上面风光无限好。另外一条追梦谷有山有水，据说到最高峰还的四五个小时，由于时间关系，没爬到最高处。,10
1441987200.0,未知,831c1d82-20bd-4f07-b429-6e49aa29ac0b,150****2300,风景秀丽，不比其他名川大山差，非常值得游玩。,10
1430841600.0,未知,t-c9a34e86-1f65-4812-ade1-48dda08a3e58,C5DA1872A497F6B5,五a景点！值得一去！赞一个,10
1468252800.0,未知,7a2e9577-978b-494f-b030-6e94941ab1eb,同程会员_8E53100176E,景区管理非常人性化，私家车可以开到中灵索道停车场，干净卫生，风景如画，避暑胜地，下次还会去的，十个赞哦！,10
1401897600.0,未知,t-8882e34a-3307-4792-ac33-fd8207105c96,151*****652,给我的感觉还不错，值得一游，特别是家庭出游！就是景点内住宿的农家需要加强管理，早上吃了一张烙饼被要了18元。,10
1469894400.0,未知,3506bbf2-569a-45a0-b5c8-8e7871039b88,2D43C9D420C7E73D,很不错的一个地方，值得一去！尤其是山顶的风景，美不胜收，就是需要多带件衣服，爬到山顶即便是在夏天，仍然会有些冷的感觉！,10
1434902400.0,未知,t-5fe91168-8f01-42f6-960c-1374a523c862,A7493BDBBF1589FE,同程订票方便，取票快捷，价格优惠，老君山值得一游。中天门到金顶有两个索道一个要绕山转一圈走十里画屏伏牛山顶峰到金顶，一个直接到金顶。坐索道上金顶的要注意选择。,10
1444233600.0,未知,eb5ea751-b5e1-41c0-a9e5-56dc6476f7f4,137****2383,服务不错，票可以分2天用，感上天气好，景色自然美,10
1442073600.0,未知,c7c4aec3-1290-4e23-a721-c2ad4e8a0443,158****8788,同程很给力，风景不错玩得很高兴，值得一去,10
1407686400.0,未知,t-b4dd3943-e4e0-4cb9-bd63-c7ab768ecf42,138*****556,我们去的时候断断续续下着小雨，雨中的老君山被层层云雾包裹着，坐中灵索道上到中天门，步行到山顶沿途观看风景，云雾太大看不到远处但是体验到了仙境的感觉，快到老君庙时太阳想露头，远处的山峰若隐若现，真乃仙境也。登上伏牛顶峰后从追梦谷下山走了4个多小时腿都快走残了，其中刚下那一段坡陡道险幸亏孩子跟她姑姑坐索道下山了，身体一般的最好坐索道下，第二天从追梦谷入口进去走到大瀑布那就可以了，这一段还值得一看，再往上路险没啥看的，想看上面在伏牛顶峰那看就可以了，追梦谷爬上去就是顶峰，身体好的可以挑战一下。本来想多玩两天，腿疼的厉害只好打道回府,10
1457280000.0,未知,7a96c8c1-d4af-4ed6-aec6-1ec586978181,138****9943,很好玩，建议座索道，如果步行的走15公里盘山公路。,10
1443974400.0,未知,4815ca0a-902b-4241-a12b-9aeac6c7fc74,135****0005,景色真心𣎴错，很值得游，真心推荐！,10
1405785600.0,未知,t-4d337e7a-eb0d-402c-8519-6784847e7aa6,151*****001,19号去的，买的套票，还送了扑克牌。上山顶了，不算很累，遗憾的是没因为天气原因没能到十里画屏。因为头天的大雨，19号山顶雾气太大，风好大，可怜我只穿了短袖短裙，冷！游玩的人很多，一路上男友牵着我的小手，甜蜜！我是第一次去老君山，或许是因为有他相伴，总之不错！,10
1406390400.0,未知,t-28cd4392-b374-48c5-a49e-ea60c0117c63,138*****890,本来只想去寨沟避暑，到了才知道寨沟和老君山景区合并，门票飞涨。有点强买强卖的感觉。好在山上空气干净又凉爽，住农家食宿不错，确是避暑的好地方。,10
1465315200.0,未知,05ad4ad7-f2e1-41c4-ab38-0b0c2dae1fb6,158****1188,几年前老君山升5a前已经去过一次，这次去了后，发现比以前变化很大，十里画屏让人留恋忘返，住宿的追梦谷景区山庄服务也很好，不虚此行。,10
1437840000.0,未知,t-aa87da4a-50b0-4dfd-8039-454c06e14a5c,138*****809,十分好，80元门票很值。尤其是伏牛山主峰漂亮；十里画屏那里更漂亮，有黄山之美，胜华山之险！十里画屏是近年新开发的景区，以前都走不到的地方，确实值得一看！,10
1405440000.0,未知,t-7d1f295a-9231-4b3d-a555-17736635b5f4,138*****902,爬了三个小时才上到有景点的地方，真心很累，其实可以做索道的，但是自己爬确实比较有挑战性和成就感。上去之后在悬空栈道看的千山华屏非常的壮观，远山如黛，云雾缭绕，一时如入仙境，当缆车穿过云雾时，犹如天外来客，从云而出，远眺的感觉最好。,10
1438704000.0,未知,t-a65f0dfd-f1db-4635-b1d6-a084fef123e1,155*****989,非常好的一次登山旅程，景美，服务热情，满意。,10
1503158400.0,未知,b1708f6e-1446-47ac-a78a-46d3eb2223d3,心界,景区风景很好，管理人性化，就是需要买5元保险。,10
1447603200.0,未知,3a999898-7459-4849-b0e6-a065beaa539f,135****7015,景色太美丽了，非常感谢同程的一元票价！,10
1412438400.0,未知,t-3f77899c-2773-4235-be46-524415591003,135*****874,十月三号去的，买了套票，索道是当天必须用的，门票可以两天，老君山、追梦谷、寨沟三个景点。景色不错，虽然是十一，但去的时候不是很拥挤。可到了下山就惨了，在寒风中等了一个多小时才等到索道下山，人头啊，在索道口到处都是！景区东西不算贵，民风挺淳朴，但说实话，管理还是不太完善，比如指示牌是不是要增加点，上山就迷了，还得一路问着去山顶。还有一点想说，大家千万别乱扔**了，你知道看着美丽的潭水中漂着几个塑料瓶子有多倒胃口吗？山上维持卫生的都是年纪挺大的大爷大妈们，那么高的山，那么大的风，人家天天在那里清理**，看着心里就有愧！所以大家还是顺个手，把**扔**桶里吧！,10
1461600000.0,未知,9d9abddf-fa64-48d0-8dd3-313e174f3ab8,186****6303,取票方便快捷，网上订票优惠服务好。景区壮观。,10
1475424000.0,未知,e2a53b60-27ff-43d4-9f64-04928cf71013,13607mjacgn,老君山是一个管理正规的景区，在同程的价格不贵。,10
1437148800.0,未知,t-66d2f223-a6ee-492a-8e68-907d011ae39b,187*****930,不错，景色很好，服务也好，取票很顺利，交通也很方便，还会再来。值得游玩,10
1502121600.0,未知,e235a88c-adb2-4663-93c9-9ed8542655cd,gesanghua1108,"优惠很大，景区不错，每年都要去两次,值得推荐！",10
1405094400.0,未知,t-379dd3c0-ff98-46ca-925b-0e2ed2277f00,136*****656,我是一家人一起同游的，由于提前一天到达县城，所以玩了两个景点，由于赶时间所以直接坐的索道，索道有两段，山顶很凉爽，还下起了小雨，人在其中如在天宫，下次去要挑战下从追梦谷爬上去，不过听说要做好体力。无限风光在险峰,10
1447430400.0,未知,2185aa20-4633-425f-98e4-ba89dcb59df6,137****5622,景点真是太美了，同程的1元门票超值,10
1443801600.0,未知,9d2a9040-bc8c-4468-9b2b-1c473a6a2967,138****5305,景色很美，很值得一游，以后还会再去。,10
1471104000.0,未知,248e2cab-ba6a-4ca5-a27c-4db2023604a7,139iceul643,学生半价优惠！风景不错！值得去看。,10
1439827200.0,未知,5357dd53-dc4d-4315-b5b8-75568e9bc367,136****7575,云雾缭绕 人间仙境 大美老君山 天然氧吧 孩子们也乐翻了 山下与山上气温有落差 需备外套 以后每年都会来的 外地的朋友看了照片都想来呢 说河南还有这么美的地方,10
1462032000.0,未知,ced9efa5-3ff9-49e4-89c4-515f195ccbe1,139****7173,同程取票非常方便，景区人员服务热情，沿途景色值得一看。小桥，栈道，悬崖观景平台，险峰处处值得留恋，特别是景区卫生，大赞。。,10
1434816000.0,未知,t-6279ddba-8715-448d-9191-412a3f8f7511,15038yatpbe,很棒！和朋友带着孩子们去玩！取票很方便！山上好美好壮观！孩子们玩得很尽兴！下次有机会还回来！晚上在养子沟里边的荣华假日酒店住！环境很好，很干净！老板人很好赞一个！,10
1475424000.0,未知,fbf8ca20-e35d-4771-a1c1-acccbad8e882,同程会员_3F9AA1F3185,下山时在索道处标示下山盘山公路路程为15.5公里，步行为5小时左右。太假了，我们走到山下实际时间一小时40分，距离也没超过10公里。不过风景很好，追梦谷台阶比较多（距离也没标的那么长，台阶难度有，老人要特别注意小心，确实很爽。吸烟人数好多，沿途看到吸烟人数不少于20人，希望可以对这美好的地方加强管理，也希望大家可以自觉爱护我们共同美好的大自然，山顶水好贵，雪碧卖十块，建议自带茶水干粮上山。希望可以帮到大家…………,10
1441209600.0,未知,5f45cbb6-290c-4033-8088-cadf1ac860ec,137****7770,景区内路标不清索道太多,6
1397923200.0,未知,t-e5c0cf7a-6526-4b8e-a2f7-13ea79b3b1b8,188*****536,其实老君山挺不错的，取票的时候工作人员看了短信就给打印门票了，态度很好。我们是上山的时候爬山，下山的时候坐索道的，上山真心累，我们爬了5个小时才到主峰封顶，不过山上景色真心不错，爬5个小时挺值的。山上一瓶康师傅水5块，饮料10块，一碗泡面也10块，虽然比较贵，但是人家从山下背到山顶卖挺不容易的，也值了。提醒一下，如果想爬上去，就得在下面多买几瓶水，爬山很累，而且到后半段都没卖水的了，只有山顶有。,10
1440604800.0,未知,32179660-e640-4486-b77a-f1af4f115480,138****8638,景区不错，服务也不错。人玩的人还挺多。,10
1437148800.0,未知,t-a62445fd-3557-45d2-9f47-384650c92067,135*****524,同程定票零等待，有专门的网络购票窗口，景色都在山顶，建议购买套票很划算。,10
1475596800.0,未知,1ad06f62-2e19-4f86-8a9c-58e1ef78499d,淡抹。,游玩的人太多了，坐个索道排队2个小时，买的套票还到不顶上，还得再坐一次索道，顶上十里画屏非常不错，值得观看，非常不错的一次自驾游,10
1399824000.0,未知,t-1f4caa07-5de0-4912-9e81-c44d155ffe50,139*****498,去的哪天，爬山时，全都是雾，爸爸以为这次又和去峨嵋山一样，可是走着走天放晴了，雾散了，恰好是在十里画屏，能看到所有的景色，走过之后，雾又上来了，景色又全都看不见了，呵呵，老天算是对我们的一种恩赐吧！爸爸很庆幸！也很满足！,10
1536768000.0,未知,697efd56-a458-49c0-bad9-da8557af9092,renbin0309,个人认为老君山景点很坑，虽然门票120，但是大多数游客是需要乘坐景区内两段索道的（往返130+80），一个人下来就是330元。而且一路全是栈道，到山顶有个老君庙，就下山了。不建议大家去老君山，感觉就是骗游客来坐索道的。        和同样是5a景区云台山相比（210元），云台山真是太好了，景区内换成巴士随便坐，景点分散，看点多，有山有水景色美。,3
1440604800.0,未知,af287c0f-de79-4fde-88e6-d105c01e2c3c,138****8638,总的来说还是不错的景区，就是饭菜一搬。,10
1439395200.0,未知,ee87682c-954e-4c64-b2ee-bfc880111589,152****9349,山真高，云雾真美，值得游玩。,10
1502208000.0,未知,c4d05a8f-6ba7-4ebf-9a8a-08fad613e672,A0489132124E3F72,购票轻松，取票容易，同程网票价优惠力度很大。风景好看,10
1399996800.0,未知,t-aa04a92b-7e32-4d97-af03-83bd6bcea132,180*****261,老君山实在太棒了。景色优美，当地的餐饮也非常便宜。最重要的是同程仅需一元就搞定了，我真的非常开心。感谢同程网，让我拥有一次净化心灵的旅程。,10
1367510400.0,未知,t-0f48ab54-84ff-4f8c-8d1b-481cb9047bf1,136*****915,选择步行上山，全是公里，体力消耗较大，应该可以通汽车，但没有。景色确实不错，全程步行用时5个多小时。,10
1373385600.0,未知,t-0b993790-b2c7-494f-ae4e-e2b953c922ac,186*****630,风景真不错，尤其是上到山顶后，云中栈道令人惊叹，云雾缭绕，云蒸霞蔚，如同仙境。就是索道太贵了，而且不坐索道还没法上山，要是以前的上山大巴也开通就好多了。,10
1428336000.0,未知,t-c369d58e-d790-4882-a1fa-1ac1c37e0a27,98110CCDE99691EC,"去的时候下雨,山上下雪,还有雾,什么也没看到,不过追梦谷非常不错,建议来时一定要看一看天气预报,整体还不错,上几张同一天山上和山下图片,大家感受一下天气的重要性",10
1478880000.0,未知,5bb6e871-c5ca-419d-b311-5d4aa4a355ce,幸福，快乐,同程购票到了景点取票非常方便的，并且很快，取了票继续开车前行2公里就到了有停车场，然后开始坐索道，直接同程定套票，包含上下两个索道，爬上去很累的，真的现在是缺乏锻炼了，爬上山真的很累，不过幸亏定的同程掏票，上下都有索道，景点非常的漂亮，真的推荐值得去的好地方，风景如画，美丽,10
1399824000.0,未知,t-b2f2c499-d008-4203-a249-d5b98f1434d1,186*****250,很赞。软件很好用，而且绝对能用～很是划算的，就是里面的设施，比如说索道太贵了，如果同程上也能有类似的便宜门票就好了，感觉很赞～～,10
1493568000.0,未知,7eddbe8d-6bb2-4f6f-b4bd-1acb829a2cfe,15603ekfqxj,本次同程的体验不错，门票加索道的联票优惠力度大，取票比较快捷，景区很赞，还会再次选择同程的,10
1417449600.0,未知,t-185e4a26-5e4a-4599-be38-4642667d3516,182*****587,总体来说很不错，看到了老君山的雪景，对于1元门票来说超值。但是还有几点不足：1.厕所都在维修，有的不开放，全部都没水。2.到中天门后，直通山上的台阶全是冰，没人清理，根本上不去，上了一半太滑只好放弃。3.路标太不清晰，全靠问路。尽管有些不足，但是山上真的很漂亮，冰雪般的童话世界，由于时间问题我们没有上到顶，我一定还会再来的,10
1439395200.0,未知,da6ce474-b804-476a-99de-1503c4e57ec6,133****8826,同程旅游订的套票，两人省了30元，还可以就是优惠不是太大，不过老君山真是不 枉 此行，虽然离我们陕西远了点，来回七八百公里，但此次来老君山真的太值了，真称得上亚洲第一索 道，惊心动魄，很好玩，就是索道价位有点高，得分两次买票，不然很难徒步上到金顶，总之还不错，没有白来,10
1431100800.0,未知,t-01a63dc0-1f40-41a0-91ff-843fa198b9f0,DAA06D76E4AA732C,风景如画，赏心悦目，5a级景区端的是名不虚传。八百里伏牛层峦叠嶂，郁郁葱葱，金顶异彩，实乃道家圣地。十里画屏，令人称奇，值得再来。,10
1439740800.0,未知,24d2c35d-6690-45f2-8f5f-64d3f9f8015d,134****6305,同程旅游的票还是很好用的，金殿上的风景还是值得一看的，就是最后我从马鬃岭那条路下山，由于是下山路，一路台阶无数，到最后双腿好像不是自己的一样，6.40左右总算到了追梦谷出口，一看还有一辆景区的电瓶车在，提着的心总算放心了，我要去缆车那里取车，总算不用走着过去了，可是可气的是人家一个人不拉，能说**不！……能骂人不！还5a景区!5a……一天的好心情全毁!最后还是景区里一个老乡心好，给我送过去了，真心感谢那个送我的好人。比一比，哎:-(,3
1401033600.0,未知,t-417844f4-f644-4aaa-ab60-42938fc6ef92,136*****300,很美，第三次来了。前两次都是下雨没有尽兴。这次看天气预报一直都是晴天，谁知天阴的很重，山上风很很冷，还是没有尽兴。同程订票很方便，景区取票也很方便。,10
1406736000.0,未知,t-7ba22598-2174-4133-9fd9-65262977ef51,150*****203,整体感觉非常不错的，坐索道上去再自己爬半截山很有感觉，重要的是山顶非常漂亮，两个索道之间的山路很美。追梦谷也可以就是这段时间天旱，瀑布小了点！但是整体真不错值得一游！,10
1367424000.0,未知,t-ac644f97-2012-45cc-a0ae-98b79133d4f4,136*****196,老君山的山应该属于巍峨险峻的吧，山顶植被不是很好，但是很高，做两次索道才能爬到顶，山顶上在建大的群体建筑，另外还有别的小峰没体力去了。总体说除了爬山，烧香，风景的话算不上好。,10
1455465600.0,未知,509a5b8d-3d49-4588-b71d-3bc4b2c6cc2f,186****6578,中午到的，坐索道上山。山半腰的积雪还没融化，走起来有点滑。总的来说非常不错，要是夏季去会更好看好玩。,10
1475856000.0,未知,4c9f6c5f-3ff1-40a9-bcde-842bc95c3c6a,青龙燕铁衣,栾川老君山确实值得一去，十里画屏风光秀美，建议带小孩的还做缆车上下好了，景区的门票2日有效，只需出大门的时候登记一下。景区内有很多农家乐形式的宾馆，在金顶也有，景区的消费也不算高，有些东西比我们当地还便宜。值得一去。,10
1462032000.0,未知,a180e591-a6ed-4922-b84d-13845a84fc3e,152****5976,我们在网上买的票，老君山的人告诉我们，进门口可以取票，结果我们取票的时候说不可以取！我们又坐车到下面取的票。。浪费了我们很多时间。。。两点多到的，五点多才爬上山。。山上到处都没有路标。。彻底无语了，有空可别去老君山，不值得一看。,3
1461859200.0,未知,e5dd0c0e-459c-4b14-bfa2-8050173f7e4d,152****6222,网上订的票在下面票务中心拿，这次买的是特惠票，门票特别便宜，但老君山的索道一个人光上山就要105，实在不敢恭维，门票倒是便宜，但我带家人过去看看，有老人，所以坐了双程索道，花了1000多，收费太贵，但这儿的景点确实不错,10
1447171200.0,未知,0091fb05-5e82-4e54-884f-e42158e7b8ec,181****2085,雨后第二天去的，山上有雪景，漂亮很漂亮，非常值得去的一个5a景点。由于路面结冰我是一直一步一步扶着台级扶手挪下山的，可是只走到下山大概loo米左右时中间右手边扶手间断了有1米多，当时我想这点路我脚站稳就过去了，谁知脚一着地手沒扶手一跤摔下去，脚手腰当时就摔得很痛。好不容易一个人爬起来一会儿又一小女孩在我同一地方摔倒。我手脚至今还痛。希望景区加强安全防范不然后果严重。好在出景区时碰到工作人员说明情况态度很好。建议景区内观光车完善！……,6
1373472000.0,未知,t-df338f7d-0810-4bfb-9b86-9e4b0db9fc5b,136*****053,目前还有部分庙宇在修建中，去老君山一定要去栈道看看石林景区，那里是缩小的盆景哦。目前该景区张姓游客免门票的。,10
1398960000.0,未知,t-ff2a0a06-427f-4fff-8b3c-899b9d9f5982,182*****395,此次游玩，到景区取票很是方便，很是省时间，行程安排的合理使得网购票的方式很是随心,10
1439913600.0,未知,0aca26b7-8f57-4e12-a1f5-c2f89cc449cf,136****7197,同程网上买票很方便。景色很美，值得一游。云海汹涌，一览众山小的感觉确实与众不同。还会再来！,10
1439827200.0,未知,9d81537b-42c2-4fbf-8a8a-de1222bb5a67,186****1679,很不错坚持到达伏牛山主峰！需要做索道，不然很累，算是爬过的最高的山，环境山很美，就是山上没水！是富山！做索道来回100元！很刺激！,10
1501948800.0,未知,9bdfc1b3-5e00-4f7c-b7b7-17dd4b2b2c9a,A0489132124E3F72,同程网很给力秒**价29.9元，这可是原价120元的门票！当时有些将信将疑，结果取票很顺利！风景很好，乘坐索道上去再走一段欣赏十里画屏，平路，也不多累人！可能中天门那段比较累。晚上不用吃住景区里面，时间比较宽裕，可以回县城，景区你懂的！,10
1412611200.0,未知,t-a1fa13fc-9214-497e-8448-76e7a81be3dd,150*****601,景区票务中心服务人员态度都很好，取票也比较方便，老君山风景很好，早上还看到了日出。对于平常不怎么锻炼的人来说，老君山加上追梦谷两天的强度还是有些大的，希望景区在路程指示上更进一步，以便游客能按体力规划行程,10
1570118400.0,未知,c9f48df2-e910-43b6-abce-fbe8fcd16201,13995stwyhd,自然风景很美，基础设施不错，管理有待提高！,10
1447171200.0,未知,f4e2c920-6f65-4e04-854d-f57b1735c778,152****9775,真壮观。坐缆车。还有枫叶很漂亮山上空气就是好。看到了在电视上才能看到的云绕山间。淡季人也不多很棒。有机会还会去的,10
1439827200.0,未知,9beb79bd-2397-4a67-8d8d-d5f749666caa,157****3624,超没  都来过两次了  第一次来的不是时候 但这次来对了  虽然下雨了  到还挺美,10
1399219200.0,未知,t-fda72f16-cb4c-4155-84a0-c32d5b37f8b4,133*****071,玩的好美，山好水好人好。景区管理不乱，治安较好，没有宰客拉客行为。高,10
1446393600.0,未知,1d8bea75-477a-473d-a2d6-36bb6ec79f92,176****8171,整体非常好，就是这个季节上山有点冷，不过冷也是有好处的，山上的雪景真是美轮美奂，下次去的穿厚点上去。,10
1405267200.0,未知,t-5b6596f8-d41a-4222-b1e8-ec54df00ecf1,158*****442,整体还不错的    就是刚上山没一会儿下雨又下冰雹的真的很冷    不过雨后的风景真的挺不错    还有就是买的双程缆车结果因为天气停运了    下来走下来带着孩子很累,10
1405872000.0,未知,t-f1ec2e75-6b5c-4ab1-980b-937874717627,136*****646,风景很美，值得一去！雨天阴天去更好，可以看到满山的云海，金顶也很漂亮！票是通票，可以游玩两天！,10
